contigs	genomes	go	shared name	Colouring	ES	fdr_qvalue	fwer_qvalue	Genes	GS_DESCR	gs_size	NES	pvalue	Type
"EXI90689.1,KFB74895.1,KFB74895.1,KFB74895.1,WP_137098281.1,KFB74895.1,RTK98005.1,KFB74895.1"	"MAG-105,MAG-136,MAG-163,MAG-169,MAG-204,MAG-20,MAG-220,MAG-28"	K00023	K00023	-0.9975	-0.6245	0.064	0.7379	KFB74895.1|WP_062590256.1|SBT06690.1|WP_088382570.1|PKP68941.1|GCL61065.1|WP_112993160.1|WP_042822737.1|OYU49894.1|WP_129635243.1|WP_004259356.1|WP_004266007.1|WP_055423698.1|WP_066879382.1|WP_069037386.1|OHC72288.1|OJX17264.1|WP_076092920.1|WP_079436675.1|PKO37690.1|TAK80989.1|WP_117608680.1|WP_014237572.1|WP_015436736.1|WP_027458166.1|RPJ44264.1|RTK98005.1|RYF80491.1|TEX48147.1|CDH47611.1|PZQ52337.1|WP_137098281.1|WP_034994456.1|WP_079436674.1|WP_124219361.1|WP_008121844.1|PKO83537.1|WP_105998743.1|WP_108893374.1|WP_024516532.1|EXI90689.1|WP_048670196.1	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]	42	-1.6831	0.0025	Ni
"WP_000813006.1,KFB77939.1,KFB77939.1,KFB77939.1"	"MAG-102,MAG-136,MAG-163,MAG-28"	K00024	K00024	-0.9642	-0.5894	0.2229	1	OFX78209.1|KFB77939.1|WP_000813006.1|WP_091935138.1|WP_106747153.1|WP_028500682.1|PKO83985.1|WP_011500960.1|WP_015279261.1|WP_086067986.1|CDH47300.1|WP_067661542.1|EIL97467.1|OJU29200.1|WP_004303349.1|WP_062352354.1|WP_066882616.1|WP_087281662.1|PKO34329.1|WP_110524736.1|WP_114695583.1|PZR27705.1|GCL66026.1|WP_079685062.1|WP_087660431.1|WP_031408364.1|PZN56990.1|WP_079418842.1	mdh; malate dehydrogenase [EC:1.1.1.37]	28	-1.4596	0.0358	Ni
OYT25237.1	MAG-123	K00370	K00370	-0.9976	-0.7763	0.0463	0.3971	ODS71062.1|OGV72118.1|RTL04036.1|WP_055423062.1|WP_124220621.1|WP_056197883.1|WP_054965449.1|RTL46920.1|OJY87033.1|WP_090018893.1|WP_010463004.1|WP_012585584.1|WP_027457213.1|OYT18011.1|WP_028994809.1|OYT25237.1|WP_043820335.1|ODS95854.1	"narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]"	18	-1.7552	0.0024	Ni
"AHA36497.1,AHA36497.1,AHA36497.1,KFB69440.1,AHA36497.1,KFB69440.1,AHA36497.1,AHA36497.1"	"MAG-129,MAG-136,MAG-194,MAG-28,MAG-46,MAG-4"	K00371	K00371	-0.9974	-0.802	0.0539	0.3765	WP_011397794.1|KFB69440.1|WP_070987526.1|WP_110258092.1|WP_092997584.1|TAL86698.1|WP_137098945.1|WP_132542637.1|RUQ40370.1|WP_004301710.1|WP_012203041.1|WP_121428012.1|AHA36497.1|WP_087648738.1|BBG74083.1|WP_020564490.1	"narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]"	16	-1.7599	0.0026	Ni
"KFB67736.1,WP_011289321.1,KFB67736.1,WP_011289321.1"	"MAG-136,MAG-165,MAG-28,MAG-44"	K01624	K01624	-0.9637	-0.6174	0.2163	1	WP_015765413.1|WP_058718401.1|WP_116533100.1|WP_066739413.1|OJW54111.1|WP_055422581.1|WP_011289321.1|WP_008452502.1|WP_054622132.1|RUQ29426.1|WP_020159118.1|KFB67736.1|WP_048670083.1|WP_056668985.1|WP_116959715.1|WP_088813028.1|TAK62445.1|WP_110256738.1|SCX09618.1|PKO70472.1|OIP82009.1|RTL28629.1	"FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"	22	-1.458	0.0363	Ni
"EXI79150.1,WP_028995009.1"	"MAG-105,MAG-44"	K01647	K01647	-0.9989	-0.6363	0.055	0.5148	WP_013215864.1|WP_055037836.1|WP_075187930.1|WP_007866641.1|WP_011158456.1|WP_068082899.1|TAK91950.1|WP_004651294.1|WP_108176835.1|OGP09261.1|WP_004361350.1|WP_011239598.1|WP_011288588.1|WP_056876738.1|WP_012204342.1|WP_114401430.1|WP_015435441.1|WP_128198914.1|WP_028995009.1|OFZ97010.1|OHC70316.1|WP_090702123.1|PKO90014.1|WP_117609045.1|WP_121241506.1|WP_121457279.1|RTL37413.1|TAH41053.1|TEX44640.1|WP_084269874.1|EXI78438.1|EXI68690.1|WP_020891317.1|EXI79150.1|PZR33558.1|KFB68261.1|KFB77946.1|OJY14595.1|RZI70655.1|WP_042084243.1|KPK19984.1|OIP08438.1|PJI38023.1|WP_133314182.1	"CS, gltA; citrate synthase [EC:2.3.3.1]"	44	-1.7304	0.0011	Ni
WP_066882891.1	MAG-165	K01687	K01687	0.995	0.7539	0.2274	0.6447	WP_011236835.1|WP_050417438.1|WP_066882891.1|WP_132249930.1|OYU48789.1|OYY58949.1|WP_041547671.1|WP_015437464.1|TCW38113.1|WP_035678795.1|WP_117607631.1|RDE50182.1|WP_007680863.1|KFB70734.1|WP_004721665.1|WP_126463609.1|WP_002931890.1	ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]	17	1.7196	0.005	Ni
"KFB68186.1,KFB66257.1,KFB68186.1,KFB68186.1,WP_048674821.1,KFB68186.1,KFB68186.1,KFB68186.1,KFB66257.1,KFB68186.1"	"MAG-105,MAG-136,MAG-163,MAG-192,MAG-20,MAG-256,MAG-28"	K01689	K01689	-0.9947	-0.6734	0.0606	0.785	WP_100378545.1|KFB68186.1|EXI74690.1|EXI86829.1|KFB66257.1|OLL99361.1|WP_042422614.1|OGS92337.1|OHC67264.1|WP_102041803.1|CCL39299.1|PKO71921.1|WP_106748256.1|PZP66845.1|TKT73400.1|WP_084055521.1|WP_088344563.1|SPS06403.1|WP_048674821.1|KIF33670.1|OGW34266.1|WP_079690089.1|RUQ37377.1|KXK23501.1|ODT50015.1|WP_079446987.1|OLC74155.1	"ENO, eno; enolase [EC:4.2.1.11]"	27	-1.6716	0.0053	Ni
"EXI90485.1,KFB77558.1,WP_011287385.1,TEX48162.1,EXI67290.1,WP_011287385.1,EXI67290.1,EXI67290.1,KFB77558.1,KFB77558.1"	"MAG-105,MAG-136,MAG-137,MAG-169,MAG-189,MAG-256,MAG-28"	K01895	K01895	-0.9969	-0.561	0.1274	0.9865	WP_113039516.1|WP_004356433.1|OYX42542.1|WP_011287385.1|WP_027458181.1|WP_066879354.1|WP_094267692.1|WP_117608985.1|WP_121428293.1|RTL28235.1|WP_133591291.1|TEX48162.1|WP_079500942.1|EXI65852.1|KGA11706.1|WP_051313492.1|WP_082590223.1|WP_108515188.1|PYQ36883.1|WP_121352471.1|WP_106750131.1|EXI67290.1|WP_108176231.1|EXI90485.1|KFB77558.1|WP_016445177.1|CDW92237.1|WP_026687144.1|WP_056321934.1|WP_056881558.1|WP_062353611.1|WP_068805178.1|WP_069037425.1|WP_126768911.1|WP_130433995.1|WP_008327298.1|WP_011785686.1|SMB26786.1|WP_108420862.1|BBG72102.1|WP_012831206.1|KER84787.1|OHC63200.1|WP_100118974.1|RYF73834.1|WP_133602686.1|CDH44918.1|WP_038212960.1|WP_107729813.1|WP_124446715.1|RTL46997.1|WP_108887811.1|OIO78136.1|WP_072427658.1	"ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]"	54	-1.5782	0.0031	Ni
"WP_004963936.1,EXI89542.1,EXI89542.1,EXI89542.1,KFB75399.1,KFB66372.1,EXI92924.1,ACV34416.1,ACV34416.1"	"MAG-102,MAG-105,MAG-136,MAG-169,MAG-20,MAG-28"	K03286	K03286	-0.9981	-0.6285	0.0811	0.8958	WP_132570931.1|WP_113638305.1|WP_128196787.1|WP_004252965.1|WP_004963936.1|WP_012206517.1|SFN13480.1|WP_087012496.1|WP_019919114.1|WP_062354818.1|WP_026685518.1|WP_053419840.1|WP_076390919.1|WP_011766315.1|WP_131111132.1|TAG09552.1|SBT09970.1|WP_008062595.1|WP_028248820.1|SBT05161.1|WP_047195791.1|ACV34416.1|EXI89540.1|PKO62809.1|EXI89542.1|EXI92924.1|KFB66372.1|WP_013966642.1|KFB66374.1|WP_004303499.1|KFB75399.1|WP_066883411.1|WP_079434031.1|WP_110524092.1|WP_117609169.1|WP_119285296.1	"TC.OOP; OmpA-OmpF porin, OOP family"	36	-1.6393	0.0019	Ni
"EXI90708.1,EXI85807.1,EXI86345.1,KFB75089.1,KFB75091.1,KFB67540.1,KFB71158.1,EXI67961.1,KFB74231.1,KFB75089.1,KFB71918.1"	"MAG-105,MAG-136,MAG-169,MAG-28"	K07220	K07220	-0.9844	-0.7358	0.119	0.9785	EXI68620.1|WP_027459037.1|KFB75089.1|WP_012207147.1|KFB75091.1|EXI86345.1|KFB74231.1|EXI67961.1|RDE52272.1|KFB67540.1|KFB71158.1|EXI90708.1|KFB71918.1|WP_079434981.1|EXI85807.1	K07220; uncharacterized protein	15	-1.5886	0.0156	Ni
"KFB77167.1,KFB77167.1,WP_027459158.1"	"MAG-136,MAG-28,MAG-44"	K15987	K15987	-0.9644	-0.6087	0.2119	1	WP_027459158.1|WP_040039379.1|OGA33678.1|OGA54848.1|OQW70483.1|WP_092933185.1|PKO46473.1|WP_106748051.1|WP_108174417.1|WP_046849784.1|WP_136383560.1|WP_062357469.1|GBD23787.1|WP_066884054.1|OJW48649.1|WP_074708295.1|WP_012807184.1|PIX96075.1|EXI84398.1|OQW94285.1|KFB77167.1|WP_082034659.1|ODT53893.1|RLS34308.1	hppA; K(+)-stimulated pyrophosphate-energized sodium pump	24	-1.469	0.0356	Ni
